"TEACH","CURRIC","FACULTY","INFRA","LIBRARY","IT","SUPPORT"
0.21269840039399,4.72202404155434,2.02024188316681,2.63256857112519,2.29242943621709,3.77644297495964,4.95828825231434
1.5966948964887,4.68186588512448,2.66960184128004,3.82515955535508,3.01758660620225,4.52649731894816,4.17107091070327
5.28160986741366,4.47748605953582,2.89529548566609,4.39359587319003,3.01259773506947,5.75948821831025,5.31321557770754
7.28393952581628,5.5360036441189,4.96401499980726,5.531463700556,5.86664628627346,6.02109308378629,5.39402969199616
7.4873837234382,6.20405311037568,3.65809844712585,7.03825573978325,6.5723190325856,7.62044048023024,6.83850256948559
5.6846401544465,6.84864725533951,4.65578680222473,3.62937084530231,5.18409169751879,3.72653209812167,4.06385265485958
3.62558877546229,0.923622434285291,1.90429252199788,3.80781865131663,2.8458959861557,1.22834980383981,4.84717696515033
8.48313195456064,7.51174351599987,6.48781291775367,3.85330880489842,6.87056587236187,6.14892380037066,8.42997355850585
4.30038421816974,6.55062846007131,8.73258694214812,5.11853596985677,8.66649017487146,2.88289609642979,5.88442164483101
7.0173881121484,3.86684370796703,7.88546220664761,6.32498439088138,6.41621528138558,7.08103198346378,6.31016011516436
4.47683006510698,3.41474220509,2.29234234569099,4.76914025404007,4.39663391872115,4.65478926880875,3.60081923757964
6.53901104158117,7.22249347705817,8.72978475179139,6.76734064717237,6.49496598249699,7.54112013823552,7.32623396519622
5.53017659603056,5.73720210298847,3.68725006578367,5.735871452653,5.07166708229789,9.24851575262555,7.0538167011652
4.02904670562849,1.921643251774,7.56295381231628,4.64282214439086,3.25640927085682,3.05645332564488,4.52077030373464
5.46571340564193,6.48305963090626,6.20061079203747,6.66801311722796,4.08469530744673,5.21644518419537,8.28472712691153
3.59859294888516,3.46812233681874,4.12145193022702,6.6024924755408,8.23015592702367,9.29955963549165,7.29514590241907
5.94676119005717,5.69427447832606,4.11454302594512,8.48168465619379,9.02442867717868,6.66354102301499,7.44005571643311
0.468502960294255,0.93210018272574,1.73256987685788,2.70229694844113,3.30602569346571,0,2.31019266890847
7.29708470606181,5.80432116549965,6.79148877719532,4.99899030928798,3.29071838449988,3.04977771436376,5.51407375218374
2.34877975693302,3.84302022433429,4.28802217604994,6.32490416179305,6.28187561592817,5.62080759600425,4.56733648887149
2.71026360806707,0.574834318847,4.82153652328905,5.46208799990922,4.841940807521,5.16258414401044,5.27461216495797
2.77739926189126,5.13353668801431,2.75193076146286,5.97367042851673,4.71448489819756,5.70708573215206,5.2619926601589
4.84958499295574,6.74810643730754,4.82301695933021,4.54445723918179,6.13387882730202,5.06344893349445,4.85506875320515
6.47965436488945,6.22035039607749,4.73188968904662,8.65359600076921,4.73473478505126,7.47724339075288,6.09995660330678
3.76716240268835,4.4319881159821,5.81071825615893,8.28655453732375,7.64179624450262,7.64886886324087,6.84932586857851
6.73014293784837,6.86424355715564,5.42116143679596,3.26995371745957,4.50931867890632,5.99779923495727,5.15826160399465
5.33399632289771,2.7201063014978,2.47841594067537,3.23393204155144,1.9990609157813,4.37126260269218,6.46075794333844
5.83157887935637,4.92505148453781,6.90645811437408,7.89241026646674,6.51464024689467,10,7.93819991834597
0.0466834264746963,0,1.75602179099059,1.04878371798202,0.514968285076908,3.78677478745325,3.1818793146356
3.11788314712846,2.35772922718647,2.46454979352362,6.81522499841305,6.61939086314428,6.51967915013196,6.68528534781249
6.89315521390545,5.27050107607311,7.67643810088349,6.04187493249835,7.55954501890822,3.51864363977886,5.29207060218456
4.42764423866032,4.50471198755371,5.69812697719431,5.65609991695998,4.18599525306832,6.99824727241847,2.71035776233654
4.44173924324888,6.48394184382928,5.6666773206864,3.66720552327375,4.84736683340729,4.28732457242013,5.51737596293807
2.73865418784417,5.3588704427455,5.83597373283657,3.01007353238726,4.32634496980333,4.93070355683932,2.18563500699808
4.12060059275019,5.10799936270849,3.96140408568949,3.46349111126469,3.37257817516717,5.33432281719709,3.18905518318002
3.95374281588726,5.73565676745915,4.3139851329861,2.9061409411114,2.86183099390553,6.45417578837791,3.40621513948066
5.73261497719845,4.84451884673811,4.05443607496137,4.12618005505585,3.93422696203433,6.35987145853466,3.78456939110089
0,2.76441815375127,1.3910271530209,5.44669632441912,5.21088439837499,5.45472083709525,5.57584990799164
4.03706198781298,6.17804068786961,4.55714368339818,7.86262642895848,6.91768939003215,9.31833933258785,5.60046919450191
6.70021887880794,4.03612776043574,9.65958572960601,5.2394480935097,5.72474765573751,2.42897327374796,6.60880014758291
6.43329832188452,5.96178405410307,5.92070833062443,4.3618316394649,5.19851717432672,6.44219379387034,3.99901185227019
4.30478690242942,5.63915391896151,4.02172785136141,5.20583351885086,6.21087667014625,6.4764343510263,6.81187758455486
5.7167992565359,6.35673009053476,7.36144222955738,10,7.6077948124711,8.35000586330363,9.88589910425823
7.45931405547938,4.66025317512197,6.30774082285085,6.55814288771524,4.40839716806413,7.11724186357346,2.5879740019296
1.44959073763774,3.29539044113001,2.41319686045318,3.93275256259547,4.70198821781242,4.35260442123687,3.50933188951667
6.0638962888175,7.6113538833505,4.63888454404646,1.91707095545197,0.647138854948199,3.74389309155311,4.01622832799192
5.27956404904199,5.36588110512189,5.39017477216643,2.44424016591399,2.42895639664231,4.68332976874076,3.58495797948311
5.90748921359312,4.57108764448491,7.12024295445446,4.59336679672114,5.84323877822219,5.69731107192975,3.83483945753696
6.87653743339813,6.97036756981775,7.51989779359385,7.00855981265084,7.19366876917613,8.47488906644489,8.42628148457092
7.28648641535149,6.28532646826185,6.559896569789,3.24585134637096,4.27983562191547,2.07692126367605,4.84399438433092
5.93705268719374,8.06074451507715,5.74336406439502,3.99653262888068,3.2085868140714,2.08562716143276,4.63390116125247
0,2.58539719159196,2.10722195544612,5.27600798450699,5.47359876958398,4.96628952864837,1.55670720636725
4.03690880261412,1.9024372050606,4.53056189601781,6.10829401977597,3.98983260973211,4.76593340412684,3.40852180601774
0,3.63444049116815,4.97289377700561,5.83430510658731,7.0584409994343,6.05722273466217,5.44286076384908
4.49841431397588,5.70568937047231,2.2745947248149,5.59905626458153,4.95759923977205,6.7412203306179,3.34712392416084
7.13872782858778,1.79702379329713,5.39822796557216,7.3765036981093,4.00711278714471,6.86308370613842,6.34455453650681
8.38739169195408,10,7.30007374201894,8.40426202868527,7.25011202591474,7.49509205542005,8.61568473052193
4.5948315225956,7.58234741186112,6.23363751698431,8.66212132592983,8.11784627996011,5.93431476867252,3.83557653953429
4.68178767370772,3.83636710241077,5.10221611958315,6.33404157754705,3.75735888834292,3.15633385233365,3.75335978862382
1.95729071728867,1.73022855579208,3.48299664762609,1.8445665585496,6.97896222984813,4.00630790326707,3.98115009577617
2.48510365959381,3.81143299509696,3.25916665388476,4.55624315649034,2.27949908490885,2.26950753053432,4.97848698232114
4.66032063220226,5.81819934530907,4.99155512426271,4.39211324741317,3.54050136913629,5.76954728271506,2.46069909281635
6.43638092173791,6.23355768058686,3.37476008580709,5.86677055526397,6.44628640828808,6.85738469912794,6.55790060393934
3.32349601163439,4.24402118921967,1.90193631746665,5.22055613430187,5.49585602079563,5.13621309287183,1.53763372253859
4.02311690316393,6.14664410575918,4.72581275750354,5.27397654228733,9.24390534965048,4.26834915604954,6.71812107328993
4.83578517661887,4.66815865053468,6.9129676353075,9.51739985346125,9.42498045087315,6.91540668835516,6.22592971620371
6.33187622663568,7.47499027650728,9.62774480409604,8.09486044215077,5.12821666754507,3.55712969709849,5.37741390283223
7.02423895991067,4.67476428016935,6.70288478189063,5.87441591689401,5.20071985752033,5.27582134140626,8.10612344818695
3.9673240609767,5.8494557890893,4.35679622436508,5.30869042396022,4.16871825654003,3.99267777348441,4.00289696201039
1.83239847188316,1.63970798918956,4.69000821849204,5.98567784261999,5.46228762529125,6.25123441809442,6.12453942022712
0.889066687731138,3.12440467147986,1.90352774625715,2.09015014428988,2.81362850361495,3.50330287992803,0.920379770079077
5.47017269195837,4.77842164949544,4.40231416417711,5.34437323301628,3.63441458671488,2.36698710299228,4.57002352796452
6.03713266457672,8.43131250433805,6.38078791275926,3.92880161918079,3.40339808070865,4.17776959082652,2.90480775599407
10,8.22175005556298,7.6417751007173,7.45129068163642,8.90748517903162,7.55742039240849,10
7.86569763082599,5.29150008891774,4.10522207587316,9.08241214846154,7.75655796737884,9.48925680311187,8.33632001319781
6.08813140782364,4.13468702453864,7.01936775982329,7.71841549486347,7.37325867264059,3.77973261153208,6.95544305539182
3.72431246574375,5.50457483691763,5.61439001362401,2.04513776170754,2.2543897038541,4.15379236616516,3.91522081043366
5.08873552354492,4.45467064320316,4.76723706753471,5.66346569367491,8.55463415381979,3.91495416234958,3.20702644712554
3.87516367462427,5.14197165476571,3.2173534247241,6.98192178150214,6.20732361805525,5.53902978168175,4.90693037681893
5.83207423878024,6.80900433725962,5.49111335928819,5.45885707582963,6.06182552791254,9.03425744744895,6.6865786761421
8.0009660940211,5.78051972519068,8.77830553044121,5.91036301872305,3.44699520560557,2.37047057597952,4.73260436710603
4.49972573003394,3.38049113922962,2.33491344565193,3.16316406769171,4.80780441601309,5.07234797020451,6.39670750150387
3.18813189716438,3.18527021563526,3.50576850697121,3.62873332933273,2.77579513336189,1.6915292808123,5.43227638132634
2.19194277553854,5.59376598700306,0,0,2.74967840146001,2.44985413918695,0.114447840507059
5.13835776118425,2.34828953155673,6.98681143451422,4.4582409883651,7.04204610512758,6.46811369074807,4.91568662608958
4.57343054738634,4.17791965422862,4.47516288173303,5.58413440559536,6.21892982885407,6.36807281818289,5.35197496661716
3.60482315770394,6.57774439083786,5.20594575945099,1.34299041128099,2.17486315921994,1.56337055146826,1.00857327443003
5.34191569906299,6.53591500286258,5.58465997036327,5.3348439984553,7.38195578637367,5.29420591959474,6.97544612915278
2.62695234851553,2.12291391705777,2.21625391916485,1.12270612731204,0.975470923513617,3.19306214937333,0
7.0658690545959,7.26103281052467,4.08272862688609,6.31796528093326,5.94508818144099,6.68507308052923,4.4908770965272
2.95416399906024,3.88138422097365,5.03541495599276,6.51135556104552,4.61167160271334,2.70187205688285,3.13800332931209
6.29737109253145,5.92786312635007,6.3006513705521,5.85109246424696,3.40053600240073,4.65971528561936,8.95822189575548
5.75713506365978,5.17550946754039,4.93188202802688,5.60190576592662,4.42741160573186,6.84746896995786,3.04788680930532
5.91837027327341,2.94925450762082,3.97180215957592,6.96268954903859,3.50740484715134,8.0395559923773,4.46800632297737
3.85182488437095,3.15994129381427,2.70409159128108,4.25902146698082,3.01657640152304,4.65643581130345,3.11681128550878
5.97030553485216,4.59357980510605,5.465901576714,3.43763708245612,3.77762745181168,4.82812683444795,2.92922016296227
8.0708811655771,7.15015192904542,8.17901402824991,7.22946437541093,6.22407538340107,7.66784388182508,6.28613432201805
5.18099576909611,4.49666154025863,4.93557378138255,1.8902326969491,2.48409799672442,3.00260585265484,4.43663224447656
4.91822267289439,1.84623343137956,4.88065171142946,3.3276217155123,1.10468720105711,1.49732572867391,2.91207659363651
6.51182621708795,3.96499101291451,5.8039357186803,4.33557338821055,8.44328644368291,5.29731946875965,5.08360156648434
4.51539435735462,4.54511554322416,3.32644840476581,5.50898480334397,8.23807641777234,5.57947177160856,6.21396855762171
5.80678186479594,7.22645976709552,5.30121436703139,5.73606586021927,4.37354092842915,5.36012015583524,7.5432409118541
4.01169128136436,0.667186607569412,1.15876528437324,7.210940629267,5.68227549783361,4.05377124927419,5.82074658341921
5.99372730901085,8.42852460215406,6.64734523624378,2.84654094432571,2.65860122713327,4.49973189390205,3.84072372422081
4.53022277576096,3.86222729084915,4.3619216842238,5.33577553701992,5.64403750351118,2.43363470188297,4.18476632106712
8.38933070651289,4.41818602656784,6.55540626961492,5.36235349933806,3.93177170842918,4.72595446643631,3.74242476029302
6.60028839273185,8.74806762015293,7.17900977306487,5.41549910986905,6.27498808196203,6.97115700215079,6.32442113815513
5.60491775766186,6.29652196522064,6.42237914292463,3.56656202375265,4.76105769752587,4.5375345764347,3.61303441363551
4.29560447150474,4.94615899207498,5.3631540920384,0.805461872898465,4.03020069195208,1.4880770679345,3.4095962776988
7.10920473440075,6.92392339454241,6.92289614137614,5.36213533149137,6.61549841095918,4.86200045053932,5.83562766177229
4.38174728558854,3.89325784034553,5.47082381333345,3.07002748078524,5.25155665155149,4.62155486432416,7.17597481788627
5.12997512628348,3.62095476322617,4.39462653951863,5.97372396884802,7.90216846196519,7.63991888847345,6.35813414103413
8.0743792484301,3.91791341876945,7.64196703393482,5.28956994366026,5.84977921970733,5.52534934411186,5.06376585826722
4.52047918032505,1.80534299455423,1.53727691464286,6.16733232399583,6.04649919608886,4.72694109665474,4.4450355209123
7.33116704401636,4.6399621817873,8.26524666820128,6.161904737726,5.60074811040636,4.74645636717251,2.93492580241777
10,5.23179842555218,7.58974033880426,7.45413996347335,5.41549823624014,5.47604817962325,8.58883764659996
6.41077036955847,6.47105674267589,6.2078221457534,7.19673473184098,5.88482019487573,8.18215162115941,7.13235859855563
3.30216288651518,5.16965709423514,4.22313991679156,4.32413161786641,5.73056657930711,4.69495698096956,4.97645820612246
6.01727181277744,4.37616957872933,7.0578836824624,4.41789443451479,6.09047097514848,7.37910655584578,8.70485433114449
3.24595538892555,1.79927571769909,3.83837556578672,3.24117827078916,1.50509733593904,3.6422604344209,2.33419279675778
2.32283555776529,4.17739463751729,0,3.28774534655202,4.15388429029013,3.49298123457459,1.94065246193237
4.46891497273329,5.18830929904075,7.47125504041848,3.05516857882421,3.1698335460039,4.55017847078236,6.18884845316353
3.93317387551895,3.8669249112898,4.59410763992528,6.61968964516366,5.29464533742334,4.88545463459589,5.06284346388717
8.26451069666688,6.85101585745741,2.44212661501364,0.143479559231092,2.17017206827648,3.52451265142935,2.85463173931444
7.36206164259714,6.23352524451922,4.66197416472375,5.65423236307606,5.96385648339104,6.53256446575187,4.26670387926527
4.20493619319226,3.50168536211766,1.08678416784891,1.86913749224876,1.20878033212874,0.260405340223429,0.198366370099269
7.27436968983341,5.70782396260205,8.63526862922281,6.11475099120315,6.36260907386589,3.57717622706643,6.40912524633485
4.47938600357631,3.88441031733267,3.2104524549261,7.37362714821615,7.06094706890067,7.66934205789133,6.60129560508212
5.55669204986578,2.1822016716912,6.48079898058389,6.26221151068521,5.94852229843445,4.49681861811106,4.26493459141635
8.56350410061962,10,8.70114048448597,4.24022459451553,6.39504341093901,4.39001226440646,7.00335574431208
6.87795490293706,4.68217085019339,6.22672770967497,8.54821362662884,5.7473603536832,6.95985039799292,6.77334353222735
4.47266469817592,3.11460712631569,2.7783584556822,2.52489945650658,3.58277712581161,5.44430963442212,3.70025891243734
3.50545653503587,6.61820016421197,7.77305738716474,9.03643082274133,9.53716906829709,8.8381045453804,8.1761025747518
5.54363379988681,7.09969757449785,5.61726402791893,3.30025148539027,1.87600130189192,3.55126599110732,2.45535114084191
4.26096743453311,6.1589397147935,7.77153899806567,6.29760710648669,4.10775987655954,4.558149421533,4.85742740364563
2.31718623326806,5.05868773233144,2.86566038406154,2.70578540829064,3.73767234772513,5.22562900575778,2.50930593923636
1.77787872868498,2.80849273031817,5.92730130420026,7.1242561909029,6.47263865815811,5.66280142617676,6.65335007907817
5.72406685392661,4.19700975748627,4.83719855024681,6.17477628752942,9.99428333694597,5.89359263498625,6.99022143687492
5.61908383235934,4.30445949545361,5.67339563694999,1.50190108690227,6.15630073145149,4.53172289706128,4.23917510208214
3.75447142646661,6.14173199411873,3.70815452673276,6.01947707165784,7.13761861754047,7.51544159445839,9.81339874234361
4.78929052515019,3.46882254944256,3.41250295068889,4.90597443354628,4.413334145118,4.56105891099093,2.96382482028606
5.47431452163737,6.49039801520326,7.53702702617736,2.04994016321431,4.03059727576114,1.87074292131459,4.19016402922394
6.53131993952373,7.42287542540862,5.08062301366058,1.23737425957094,2.01007171046329,2.90272919208665,1.64299389623278
5.80029817967611,7.43883487570182,7.12058351623088,4.64743403915851,4.72170552873934,4.56392044915421,4.18251325121288
7.14027831961896,7.15266466382967,6.40581304084518,3.87916879188806,4.77382708524119,6.43284373504169,3.53866599463662
1.38378503113196,5.65035013807885,4.20393422241263,4.22542510356031,5.42947920836947,5.98930928036798,3.44223190186806
6.00986032702824,3.74811567269453,4.14195148088048,5.20994038249441,4.67363585240417,6.97745337686343,3.17032142275234
4.94237496374561,3.32312420180718,3.72965385097857,4.20755813945014,5.42649177461256,4.47440320206272,6.90815048304695
2.69703757485862,4.76098241172233,7.29754354057769,9.31472418417343,7.15861191887985,6.87305304609272,6.46740835406692
7.26847986553113,5.35091691482981,0.439186412431614,1.64019548671948,1.22461582439952,1.32938688071999,2.87604705133104
7.87610540764632,7.22162075473828,5.87975412596417,5.36701652418085,9.07276731641613,6.51333005806497,7.87988316612274
4.72349408787174,4.39809971720774,2.14270247738271,5.14221102175229,3.98077673887173,4.81086340225509,5.8404463967569
6.73104446571933,6.97088655659716,4.94202920180886,3.7556217754836,4.13427172414304,4.41337703268841,7.68299652363438
3.24947718106762,4.86911657544843,4.27599499287893,6.40228630708535,6.45488801015462,4.99789054231065,5.31678501277833
3.14987300010466,4.93309536296185,6.77203006633018,3.46378221569381,3.75595751549373,4.77435159599914,6.36049676993031
8.93730471847264,6.87007612517523,5.83225741818274,7.95885199957841,8.42181462104019,9.20814977249211,8.18201571168052
4.62293725606336,5.97879029188396,4.61144095323322,6.53324547953531,8.27479627208827,4.53974220101013,2.68524237673998
7.63308676430113,6.50912903007381,6.15224329544473,5.11035380463359,4.76684182112682,3.55252481124624,4.76897592090116
7.06217165060222,7.65791390410909,7.05512866912381,6.30500071427247,3.01837936746639,5.2972561772807,6.87998821998716
4.96780209320861,8.25051427027443,6.52234783560691,5.8372383635082,4.50070938827791,4.37284907281995,4.04305861143837
7.42992904710086,5.62734434015081,8.02947263348793,3.66773618090317,3.93735953206493,4.66309387775775,6.08509114638287
7.4898921248946,9.5297087685684,7.71924218540916,5.71039615891082,5.29864902303157,6.79520569282845,8.40076417912238
6.54369503000395,2.19103401285671,2.94062063321037,2.83351439672724,5.23405092375399,4.21839948022279,7.26583389196004
6.66660332873694,5.47515030599904,5.84214468472902,3.79927769570745,6.41102029388365,3.31394193962988,4.93484385292483
5.91042975008889,3.6000470001339,4.44776306649251,4.03959584477753,4.33633417505955,5.52451032136317,5.3147908951945
6.58125809700825,4.70733117344598,5.66471782653247,6.45151368287321,4.81744021277575,7.00306839586981,8.36020556663255
3.3514553373777,3.47325182356292,3.83421615277339,5.47869865570376,7.54578021630288,7.35180554304796,4.18679018933085
2.6374922623016,1.84785273267349,4.75662370802907,6.18218343592979,5.84897718885671,2.77851605194503,4.58304122876697
3.60430043704632,2.00918878944326,6.02467988180015,4.36233782189071,5.77894607580257,2.96565077058704,5.03317709112236
7.09785136391579,4.7868590857405,4.65430398360323,6.7262706173466,6.24946354016563,5.70829371715871,3.38070508403737
4.48897217912951,6.17840767893531,3.90116193024401,4.65018971033885,4.23780919422341,4.97380372340462,6.08263185431497
3.0221206296727,3.62179645774402,5.61171844309707,6.35519915441877,6.44795849385234,4.27164556123599,6.00034722988064
5.8188597169582,6.47085707228939,4.82121611129037,5.00232745957334,7.33068326622305,6.54013184776445,5.63064801292234
5.80780188745824,5.96013130396164,1.82483668435558,5.5832025633123,4.02297214824593,6.1425401807786,4.81765335515737
5.3753821706208,2.97319556776755,5.59901476830878,7.03613435162677,3.49418014885141,4.97882960083652,8.14715222265761
5.79288224226918,5.49363882382789,9.2870106765791,7.47366071207791,10,7.61290809640965,10
3.98799052254937,8.03704134299743,4.96243615837493,4.15275990294563,2.6316232421427,2.16236308758379,4.88067968750106
5.93651033744751,5.06309947707403,7.92693290808784,5.58771685532325,3.34673044488783,7.05730084625632,5.5671410101511
3.44687142899278,1.94333370484841,1.59777039311119,2.82321423439769,3.89268449110901,3.470608159584,6.0376346206634
2.99987401422397,2.9424113833666,4.38681126511222,3.73846685297764,4.47944965243236,5.18951288743279,3.45117852692516
5.88813410160909,4.96928514386852,5.28558269653086,2.70542231387153,2.92380122181687,4.61623272612361,6.63023987502125
5.04667709810355,7.52725481712999,5.45593954607776,3.19708566581181,6.09703937606525,3.9946806652568,4.86746668850166
3.62969830684177,7.62744779649876,4.72207459929994,3.29979119483009,7.0283341394867,4.51464316186301,3.10155099166023
6.16090711312025,6.56122690358548,7.01712919776413,5.63573919715961,5.77212961709711,8.75441551243866,5.91539071463552
4.34594194601043,3.31329722965698,5.52934815162221,5.89819267418127,7.58616546691501,6.4877118614426,3.636951231435
2.87924706931846,3.36971723357015,4.12990284907231,2.11457665911301,2.49288346180872,3.61044590196657,1.31274622691995
6.71798646160819,7.87040450210437,6.14829489949892,5.44816768954528,4.30773524339766,3.29721962663587,6.06593009937244
4.36000960839884,2.537718710804,3.94315545083694,2.8086940509828,2.84591374774161,3.89482620091011,4.06294061753583
1.56437032849595,1.09623804754721,1.83338932479595,5.50266279570703,5.05912238575335,6.54819239638537,6.03485710566144
5.34615184318002,4.63480175646425,9.20968020942098,8.00104580877067,6.86910915379542,7.34143266990042,4.83757640197674
5.64917049935443,3.46616447437864,2.32566746249789,4.23563238078968,2.68827961078414,3.02256000784861,2.6632013914408
3.61899107334633,3.16910345910471,4.4130514119704,4.89496851990507,6.91867707930577,5.5004993386203,7.32714697011373
3.44706444362254,5.60997022087973,4.92690218018546,5.18118430548939,4.72530997820574,5.16916894746432,4.1325342918873
5.33406673781606,3.87061466539272,4.63001560479218,6.87128062945234,4.15164996356153,2.24368665179328,6.43938891665423
4.15003247710141,4.15248705565225,3.40116042589068,3.98379681106366,3.83674666494122,4.24360655319407,2.42700685945949
5.98849049829433,7.31858675531133,5.16133102671507,3.70570956382504,6.76267378118004,6.22990585449531,8.5547590528329
3.70390016478407,2.76617038173197,4.79869358530339,1.17652983825099,0.504822117650598,0.25192732858321,1.74885888647644
5.95831046888812,10,5.95953555008368,5.506508533878,6.15927739377385,4.70557001392548,5.46020684830673
6.84520568543295,6.36227658366468,0.530806286352961,4.17971633538656,2.97224293051845,3.92463534382764,2.81924504236394
3.22568374781748,8.23094358334171,6.09035695024302,7.26481091581276,8.17392500606318,5.36902331674285,4.15158411461115
6.47398228467055,5.93844361756904,5.59350312754056,6.17903800920863,6.07459087324521,4.07342681342521,2.8945648110626
3.84461735722499,5.05386311229432,4.53467997646697,1.43217396400521,2.87630283051257,3.19227899968174,1.68942040115575
1.16489693906092,3.87716216980693,4.96951867507959,7.45549638149049,7.66218683952975,8.38996806216065,4.84486627947807
8.66128298433801,4.8023583861886,4.49841027484786,8.05622415941636,6.23308190422751,7.3169234755436,6.86302344637003
2.75010296666918,3.3924361486702,5.34639735836429,8.04075915666066,7.11260632384034,7.25849029625797,5.71410908584709
5.86313015420779,4.23167334106698,7.0758169209692,3.74272000256797,4.66889570166819,2.72718679825189,5.24503885130638
8.14729207388515,7.49026594830407,8.29924578101179,5.86034327466511,5.78395540917875,6.52069478349635,5.6578148410643
2.93276339137658,0,1.70669784158985,0,0,1.81691972678216,2.75222096074304
